source_primal,as_of,boxes_on_hand,velocity_tier
Round,2025-11-16,4.8,medium
Striploin Whole,2025-11-16,4.4,medium
Pork Loin,2025-11-16,12.9,best
Chuck Flat,2025-11-16,16.9,best
Pork Belly,2025-11-16,9.4,best
Chuck Primal,2025-11-16,8.3,best
Blade Eyes,2025-11-16,4.1,best
Tenderloin,2025-11-17,1.6,low
Shank,2025-11-17,4.9,low
Wagyu Flat Iron,2025-11-17,4.7,low
6X6 Frenched,2025-11-17,5.5,low
Plate,2025-11-17,5.6,low
Flank,2025-11-17,4.3,low
Bone-in Ribeye,2025-11-17,1.8,medium
Brisket,2025-11-17,11.4,medium
Pork Shoulder,2025-11-17,8.3,medium
Top Sirloin Butt,2025-11-17,10.6,medium
Round,2025-11-17,8.3,medium
Striploin Whole,2025-11-17,9.2,medium
Pork Loin,2025-11-17,19.5,best
Chuck Flat,2025-11-17,21.2,best
Pork Belly,2025-11-17,17.2,best
Chuck Primal,2025-11-17,23.7,best
Blade Eyes,2025-11-17,19.4,best
Tenderloin,2025-11-18,1.9,low
Shank,2025-11-18,5.2,low
Wagyu Flat Iron,2025-11-18,5.4,low
6X6 Frenched,2025-11-18,5.6,low
Plate,2025-11-18,5.6,low
Flank,2025-11-18,5.3,low
Bone-in Ribeye,2025-11-18,11.7,medium
Brisket,2025-11-18,10.8,medium
Pork Shoulder,2025-11-18,11.3,medium
Top Sirloin Butt,2025-11-18,11.2,medium
Round,2025-11-18,9.9,medium
Striploin Whole,2025-11-18,10.8,medium
Pork Loin,2025-11-18,21.8,best
Chuck Flat,2025-11-18,22.2,best
Pork Belly,2025-11-18,21.4,best
Chuck Primal,2025-11-18,24.2,best
Blade Eyes,2025-11-18,23.2,best
Tenderloin,2025-11-19,1.7,low
Shank,2025-11-19,5.5,low
Wagyu Flat Iron,2025-11-19,5.2,low
6X6 Frenched,2025-11-19,5.9,low
Plate,2025-11-19,3.9,low
Flank,2025-11-19,5.5,low
Bone-in Ribeye,2025-11-19,11.3,medium
Brisket,2025-11-19,9.7,medium
Pork Shoulder,2025-11-19,10.2,medium
Top Sirloin Butt,2025-11-19,10.9,medium
Round,2025-11-19,10.8,medium
Striploin Whole,2025-11-19,11.6,medium
Pork Loin,2025-11-19,22.3,best
Chuck Flat,2025-11-19,21.2,best
Pork Belly,2025-11-19,20.5,best
Chuck Primal,2025-11-19,19.9,best
Blade Eyes,2025-11-19,21.6,best
Tenderloin,2025-11-20,1.5,low
Shank,2025-11-20,5.2,low
Wagyu Flat Iron,2025-11-20,5.2,low
6X6 Frenched,2025-11-20,5.2,low
Plate,2025-11-20,2.2,low
Flank,2025-11-20,5.2,low
Bone-in Ribeye,2025-11-20,11.3,medium
Brisket,2025-11-20,11.7,medium
Pork Shoulder,2025-11-20,8.5,medium
Top Sirloin Butt,2025-11-20,9.4,medium
Round,2025-11-20,7.0,medium
Striploin Whole,2025-11-20,11.7,medium
Pork Loin,2025-11-20,21.9,best
Chuck Flat,2025-11-20,22.1,best
Pork Belly,2025-11-20,21.7,best
Chuck Primal,2025-11-20,20.3,best
Blade Eyes,2025-11-20,19.8,best
Tenderloin,2025-11-21,1.3,low
Shank,2025-11-21,5.3,low
Wagyu Flat Iron,2025-11-21,5.0,low
6X6 Frenched,2025-11-21,5.2,low
Plate,2025-11-21,0.5,low
Flank,2025-11-21,5.0,low
Bone-in Ribeye,2025-11-21,10.6,medium
Brisket,2025-11-21,10.7,medium
Pork Shoulder,2025-11-21,10.2,medium
Top Sirloin Butt,2025-11-21,10.7,medium
Round,2025-11-21,3.1,medium
Striploin Whole,2025-11-21,8.5,medium
Pork Loin,2025-11-21,19.8,best
Chuck Flat,2025-11-21,17.8,best
Pork Belly,2025-11-21,22.8,best
Chuck Primal,2025-11-21,21.8,best
Blade Eyes,2025-11-21,18.4,best
Tenderloin,2025-11-22,1.2,low
Shank,2025-11-22,5.4,low
Wagyu Flat Iron,2025-11-22,5.1,low
6X6 Frenched,2025-11-22,5.5,low
Plate,2025-11-22,5.7,low
Flank,2025-11-22,2.8,low
Bone-in Ribeye,2025-11-22,10.3,medium
Brisket,2025-11-22,11.1,medium
Pork Shoulder,2025-11-22,10.3,medium
Top Sirloin Butt,2025-11-22,11.3,medium
Round,2025-11-22,0.0,medium
Striploin Whole,2025-11-22,9.3,medium
Pork Loin,2025-11-22,21.8,best
Chuck Flat,2025-11-22,12.6,best
Pork Belly,2025-11-22,24.5,best
Chuck Primal,2025-11-22,20.5,best
Blade Eyes,2025-11-22,22.6,best
Tenderloin,2025-11-23,0.7,low
Shank,2025-11-23,3.8,low
Wagyu Flat Iron,2025-11-23,2.1,low
6X6 Frenched,2025-11-23,4.0,low
Plate,2025-11-23,2.7,low
Flank,2025-11-23,0.0,low
Bone-in Ribeye,2025-11-23,8.1,medium
Brisket,2025-11-23,9.3,medium
Pork Shoulder,2025-11-23,7.4,medium
Top Sirloin Butt,2025-11-23,8.6,medium
Round,2025-11-23,0.0,medium
Striploin Whole,2025-11-23,4.4,medium
Pork Loin,2025-11-23,13.2,best
Chuck Flat,2025-11-23,6.7,best
Pork Belly,2025-11-23,12.6,best
Chuck Primal,2025-11-23,8.3,best
Blade Eyes,2025-11-23,5.4,best
Tenderloin,2025-11-24,1.0,low
Shank,2025-11-24,4.9,low
Wagyu Flat Iron,2025-11-24,4.5,low
6X6 Frenched,2025-11-24,4.8,low
Plate,2025-11-24,0.3,low
Flank,2025-11-24,0.0,low
Bone-in Ribeye,2025-11-24,10.7,medium
Brisket,2025-11-24,9.2,medium
Pork Shoulder,2025-11-24,10.5,medium
Top Sirloin Butt,2025-11-24,8.4,medium
Round,2025-11-24,7.8,medium
Striploin Whole,2025-11-24,7.7,medium
Pork Loin,2025-11-24,23.8,best
Chuck Flat,2025-11-24,1.6,best
Pork Belly,2025-11-24,23.3,best
Chuck Primal,2025-11-24,23.0,best
Blade Eyes,2025-11-24,18.1,best
Tenderloin,2025-11-25,1.4,low
Shank,2025-11-25,5.1,low
Wagyu Flat Iron,2025-11-25,2.8,low
6X6 Frenched,2025-11-25,5.2,low
Plate,2025-11-25,0.0,low
Flank,2025-11-25,0.0,low
Bone-in Ribeye,2025-11-25,11.0,medium
Brisket,2025-11-25,8.2,medium
Pork Shoulder,2025-11-25,10.8,medium
Top Sirloin Butt,2025-11-25,10.7,medium
Round,2025-11-25,9.1,medium
Striploin Whole,2025-11-25,8.1,medium
Pork Loin,2025-11-25,21.7,best
Chuck Flat,2025-11-25,22.4,best
Pork Belly,2025-11-25,23.5,best
Chuck Primal,2025-11-25,20.2,best
Blade Eyes,2025-11-25,18.3,best
Tenderloin,2025-11-26,1.7,low
Shank,2025-11-26,5.4,low
Wagyu Flat Iron,2025-11-26,1.2,low
6X6 Frenched,2025-11-26,5.7,low
Plate,2025-11-26,0.0,low
Flank,2025-11-26,0.0,low
Bone-in Ribeye,2025-11-26,9.7,medium
Brisket,2025-11-26,7.1,medium
Pork Shoulder,2025-11-26,10.6,medium
Top Sirloin Butt,2025-11-26,11.0,medium
Round,2025-11-26,8.5,medium
Striploin Whole,2025-11-26,10.1,medium
Pork Loin,2025-11-26,20.8,best
Chuck Flat,2025-11-26,22.6,best
Pork Belly,2025-11-26,22.5,best
Chuck Primal,2025-11-26,20.2,best
Blade Eyes,2025-11-26,22.4,best
Tenderloin,2025-11-27,1.8,low
Shank,2025-11-27,5.1,low
Wagyu Flat Iron,2025-11-27,0.0,low
6X6 Frenched,2025-11-27,5.0,low
Plate,2025-11-27,0.0,low
Flank,2025-11-27,0.0,low
Bone-in Ribeye,2025-11-27,8.5,medium
Brisket,2025-11-27,6.1,medium
Pork Shoulder,2025-11-27,9.7,medium
Top Sirloin Butt,2025-11-27,9.4,medium
Round,2025-11-27,9.4,medium
Striploin Whole,2025-11-27,10.3,medium
Pork Loin,2025-11-27,22.2,best
Chuck Flat,2025-11-27,22.7,best
Pork Belly,2025-11-27,20.8,best
Chuck Primal,2025-11-27,23.2,best
Blade Eyes,2025-11-27,24.3,best
Tenderloin,2025-11-28,1.6,low
Shank,2025-11-28,5.4,low
Wagyu Flat Iron,2025-11-28,5.4,low
6X6 Frenched,2025-11-28,5.6,low
Plate,2025-11-28,4.9,low
Flank,2025-11-28,0.0,low
Bone-in Ribeye,2025-11-28,8.6,medium
Brisket,2025-11-28,5.0,medium
Pork Shoulder,2025-11-28,9.7,medium
Top Sirloin Butt,2025-11-28,9.7,medium
Round,2025-11-28,10.2,medium
Striploin Whole,2025-11-28,9.8,medium
Pork Loin,2025-11-28,21.6,best
Chuck Flat,2025-11-28,20.4,best
Pork Belly,2025-11-28,18.8,best
Chuck Primal,2025-11-28,22.0,best
Blade Eyes,2025-11-28,23.6,best
Tenderloin,2025-11-29,1.8,low
Shank,2025-11-29,5.0,low
Wagyu Flat Iron,2025-11-29,5.0,low
6X6 Frenched,2025-11-29,5.1,low
Plate,2025-11-29,4.9,low
Flank,2025-11-29,5.6,low
Bone-in Ribeye,2025-11-29,9.1,medium
Brisket,2025-11-29,11.5,medium
Pork Shoulder,2025-11-29,10.3,medium
Top Sirloin Butt,2025-11-29,8.0,medium
Round,2025-11-29,9.0,medium
Striploin Whole,2025-11-29,8.4,medium
Pork Loin,2025-11-29,23.3,best
Chuck Flat,2025-11-29,21.7,best
Pork Belly,2025-11-29,21.6,best
Chuck Primal,2025-11-29,19.7,best
Blade Eyes,2025-11-29,9.4,best
Tenderloin,2025-11-30,1.3,low
Shank,2025-11-30,3.4,low
Wagyu Flat Iron,2025-11-30,2.0,low
6X6 Frenched,2025-11-30,3.7,low
Plate,2025-11-30,1.9,low
Flank,2025-11-30,2.9,low
Bone-in Ribeye,2025-11-30,6.9,medium
Brisket,2025-11-30,9.7,medium
Pork Shoulder,2025-11-30,7.3,medium
Top Sirloin Butt,2025-11-30,5.3,medium
Round,2025-11-30,3.8,medium
Striploin Whole,2025-11-30,3.5,medium
Pork Loin,2025-11-30,14.7,best
Chuck Flat,2025-11-30,15.8,best
Pork Belly,2025-11-30,9.7,best
Chuck Primal,2025-11-30,7.5,best
Blade Eyes,2025-11-30,0.0,best
Tenderloin,2025-12-01,1.3,low
Shank,2025-12-01,5.2,low
Wagyu Flat Iron,2025-12-01,5.5,low
6X6 Frenched,2025-12-01,5.5,low
Plate,2025-12-01,4.6,low
Flank,2025-12-01,5.3,low
Bone-in Ribeye,2025-12-01,9.6,medium
Brisket,2025-12-01,10.1,medium
Pork Shoulder,2025-12-01,9.0,medium
Top Sirloin Butt,2025-12-01,7.8,medium
Round,2025-12-01,7.2,medium
Striploin Whole,2025-12-01,8.0,medium
Pork Loin,2025-12-01,21.9,best
Chuck Flat,2025-12-01,20.2,best
Pork Belly,2025-12-01,18.0,best
Chuck Primal,2025-12-01,17.4,best
Blade Eyes,2025-12-01,0.0,best
Tenderloin,2025-12-02,1.1,low
Shank,2025-12-02,5.7,low
Wagyu Flat Iron,2025-12-02,5.1,low
6X6 Frenched,2025-12-02,5.3,low
Plate,2025-12-02,5.0,low
Flank,2025-12-02,5.6,low
Bone-in Ribeye,2025-12-02,9.6,medium
Brisket,2025-12-02,9.0,medium
Pork Shoulder,2025-12-02,9.5,medium
Top Sirloin Butt,2025-12-02,8.3,medium
Round,2025-12-02,9.7,medium
Striploin Whole,2025-12-02,9.0,medium
Pork Loin,2025-12-02,19.7,best
Chuck Flat,2025-12-02,20.6,best
Pork Belly,2025-12-02,19.5,best
Chuck Primal,2025-12-02,20.0,best
Blade Eyes,2025-12-02,0.0,best
Tenderloin,2025-12-03,1.4,low
Shank,2025-12-03,5.5,low
Wagyu Flat Iron,2025-12-03,5.5,low
6X6 Frenched,2025-12-03,5.0,low
Plate,2025-12-03,5.1,low
Flank,2025-12-03,5.3,low
Bone-in Ribeye,2025-12-03,9.2,medium
Brisket,2025-12-03,8.8,medium
Pork Shoulder,2025-12-03,11.8,medium
Top Sirloin Butt,2025-12-03,11.3,medium
Round,2025-12-03,8.8,medium
Striploin Whole,2025-12-03,10.9,medium
Pork Loin,2025-12-03,22.8,best
Chuck Flat,2025-12-03,16.3,best
Pork Belly,2025-12-03,23.7,best
Chuck Primal,2025-12-03,23.7,best
Blade Eyes,2025-12-03,18.3,best
Tenderloin,2025-12-04,1.4,low
Shank,2025-12-04,5.1,low
Wagyu Flat Iron,2025-12-04,5.6,low
6X6 Frenched,2025-12-04,5.6,low
Plate,2025-12-04,5.0,low
Flank,2025-12-04,5.1,low
Bone-in Ribeye,2025-12-04,9.7,medium
Brisket,2025-12-04,8.3,medium
Pork Shoulder,2025-12-04,10.2,medium
Top Sirloin Butt,2025-12-04,11.2,medium
Round,2025-12-04,8.4,medium
Striploin Whole,2025-12-04,11.7,medium
Pork Loin,2025-12-04,20.8,best
Chuck Flat,2025-12-04,11.9,best
Pork Belly,2025-12-04,21.6,best
Chuck Primal,2025-12-04,21.4,best
Blade Eyes,2025-12-04,19.5,best
Tenderloin,2025-12-05,1.2,low
Shank,2025-12-05,5.4,low
Wagyu Flat Iron,2025-12-05,4.0,low
6X6 Frenched,2025-12-05,5.1,low
Plate,2025-12-05,5.2,low
Flank,2025-12-05,5.1,low
Bone-in Ribeye,2025-12-05,10.4,medium
Brisket,2025-12-05,9.8,medium
Pork Shoulder,2025-12-05,8.5,medium
Top Sirloin Butt,2025-12-05,11.2,medium
Round,2025-12-05,9.7,medium
Striploin Whole,2025-12-05,8.4,medium
Pork Loin,2025-12-05,20.2,best
Chuck Flat,2025-12-05,7.6,best
Pork Belly,2025-12-05,22.5,best
Chuck Primal,2025-12-05,20.1,best
Blade Eyes,2025-12-05,20.4,best
Tenderloin,2025-12-06,1.6,low
Shank,2025-12-06,5.4,low
Wagyu Flat Iron,2025-12-06,1.6,low
6X6 Frenched,2025-12-06,5.5,low
Plate,2025-12-06,5.4,low
Flank,2025-12-06,5.3,low
Bone-in Ribeye,2025-12-06,10.5,medium
Brisket,2025-12-06,11.9,medium
Pork Shoulder,2025-12-06,10.1,medium
Top Sirloin Butt,2025-12-06,10.4,medium
Round,2025-12-06,9.5,medium
Striploin Whole,2025-12-06,9.8,medium
Pork Loin,2025-12-06,21.2,best
Chuck Flat,2025-12-06,2.4,best
Pork Belly,2025-12-06,19.3,best
Chuck Primal,2025-12-06,20.1,best
Blade Eyes,2025-12-06,18.8,best
Tenderloin,2025-12-07,1.1,low
Shank,2025-12-07,3.8,low
Wagyu Flat Iron,2025-12-07,0.0,low
6X6 Frenched,2025-12-07,4.0,low
Plate,2025-12-07,2.4,low
Flank,2025-12-07,2.6,low
Bone-in Ribeye,2025-12-07,8.3,medium
Brisket,2025-12-07,10.1,medium
Pork Shoulder,2025-12-07,7.2,medium
Top Sirloin Butt,2025-12-07,7.7,medium
Round,2025-12-07,4.2,medium
Striploin Whole,2025-12-07,4.9,medium
Pork Loin,2025-12-07,12.6,best
Chuck Flat,2025-12-07,0.0,best
Pork Belly,2025-12-07,7.4,best
Chuck Primal,2025-12-07,7.9,best
Blade Eyes,2025-12-07,1.6,best
Tenderloin,2025-12-08,1.7,low
Shank,2025-12-08,5.2,low
Wagyu Flat Iron,2025-12-08,4.6,low
6X6 Frenched,2025-12-08,5.6,low
Plate,2025-12-08,4.8,low
Flank,2025-12-08,5.3,low
Bone-in Ribeye,2025-12-08,11.3,medium
Brisket,2025-12-08,8.6,medium
Pork Shoulder,2025-12-08,10.9,medium
Top Sirloin Butt,2025-12-08,10.0,medium
Round,2025-12-08,9.6,medium
Striploin Whole,2025-12-08,9.7,medium
Pork Loin,2025-12-08,20.9,best
Chuck Flat,2025-12-08,21.6,best
Pork Belly,2025-12-08,24.0,best
Chuck Primal,2025-12-08,22.6,best
Blade Eyes,2025-12-08,17.4,best
Tenderloin,2025-12-09,1.8,low
Shank,2025-12-09,5.2,low
Wagyu Flat Iron,2025-12-09,5.6,low
6X6 Frenched,2025-12-09,5.4,low
Plate,2025-12-09,5.5,low
Flank,2025-12-09,5.6,low
Bone-in Ribeye,2025-12-09,10.0,medium
Brisket,2025-12-09,10.8,medium
Pork Shoulder,2025-12-09,11.3,medium
Top Sirloin Butt,2025-12-09,9.7,medium
Round,2025-12-09,7.8,medium
Striploin Whole,2025-12-09,8.0,medium
Pork Loin,2025-12-09,19.7,best
Chuck Flat,2025-12-09,24.6,best
Pork Belly,2025-12-09,21.6,best
Chuck Primal,2025-12-09,24.1,best
Blade Eyes,2025-12-09,21.3,best
Tenderloin,2025-12-10,1.6,low
Shank,2025-12-10,4.9,low
Wagyu Flat Iron,2025-12-10,5.1,low
6X6 Frenched,2025-12-10,5.3,low
Plate,2025-12-10,5.4,low
Flank,2025-12-10,5.1,low
Bone-in Ribeye,2025-12-10,10.6,medium
Brisket,2025-12-10,9.8,medium
Pork Shoulder,2025-12-10,11.0,medium
Top Sirloin Butt,2025-12-10,9.6,medium
Round,2025-12-10,11.4,medium
Striploin Whole,2025-12-10,7.5,medium
Pork Loin,2025-12-10,19.7,best
Chuck Flat,2025-12-10,20.3,best
Pork Belly,2025-12-10,20.3,best
Chuck Primal,2025-12-10,21.6,best
Blade Eyes,2025-12-10,19.9,best
Tenderloin,2025-12-11,1.8,low
Shank,2025-12-11,5.6,low
Wagyu Flat Iron,2025-12-11,4.8,low
6X6 Frenched,2025-12-11,5.3,low
Plate,2025-12-11,5.4,low
Flank,2025-12-11,4.9,low
Bone-in Ribeye,2025-12-11,11.5,medium
Brisket,2025-12-11,10.5,medium
Pork Shoulder,2025-12-11,10.8,medium
Top Sirloin Butt,2025-12-11,10.7,medium
Round,2025-12-11,11.1,medium
Striploin Whole,2025-12-11,9.5,medium
Pork Loin,2025-12-11,20.3,best
Chuck Flat,2025-12-11,21.3,best
Pork Belly,2025-12-11,21.2,best
Chuck Primal,2025-12-11,22.3,best
Blade Eyes,2025-12-11,20.4,best
Tenderloin,2025-12-12,1.7,low
Shank,2025-12-12,5.8,low
Wagyu Flat Iron,2025-12-12,3.2,low
6X6 Frenched,2025-12-12,5.0,low
Plate,2025-12-12,5.5,low
Flank,2025-12-12,5.1,low
Bone-in Ribeye,2025-12-12,10.2,medium
Brisket,2025-12-12,10.5,medium
Pork Shoulder,2025-12-12,10.4,medium
Top Sirloin Butt,2025-12-12,9.4,medium
Round,2025-12-12,8.3,medium
Striploin Whole,2025-12-12,11.3,medium
Pork Loin,2025-12-12,21.6,best
Chuck Flat,2025-12-12,20.7,best
Pork Belly,2025-12-12,19.1,best
Chuck Primal,2025-12-12,22.2,best
Blade Eyes,2025-12-12,22.1,best
Tenderloin,2025-12-13,1.3,low
Shank,2025-12-13,5.7,low
Wagyu Flat Iron,2025-12-13,0.8,low
6X6 Frenched,2025-12-13,5.2,low
Plate,2025-12-13,4.9,low
Flank,2025-12-13,5.3,low
Bone-in Ribeye,2025-12-13,11.8,medium
Brisket,2025-12-13,10.1,medium
Pork Shoulder,2025-12-13,9.2,medium
Top Sirloin Butt,2025-12-13,9.2,medium
Round,2025-12-13,8.4,medium
Striploin Whole,2025-12-13,9.5,medium
Pork Loin,2025-12-13,24.0,best
Chuck Flat,2025-12-13,21.1,best
Pork Belly,2025-12-13,22.4,best
Chuck Primal,2025-12-13,21.4,best
Blade Eyes,2025-12-13,24.6,best
Tenderloin,2025-12-14,0.8,low
Shank,2025-12-14,4.1,low
Wagyu Flat Iron,2025-12-14,0.0,low
6X6 Frenched,2025-12-14,3.8,low
Plate,2025-12-14,1.9,low
Flank,2025-12-14,2.5,low
Bone-in Ribeye,2025-12-14,9.6,medium
Brisket,2025-12-14,8.2,medium
Pork Shoulder,2025-12-14,6.2,medium
Top Sirloin Butt,2025-12-14,6.5,medium
Round,2025-12-14,3.1,medium
Striploin Whole,2025-12-14,4.6,medium
Pork Loin,2025-12-14,15.4,best
Chuck Flat,2025-12-14,15.2,best
Pork Belly,2025-12-14,10.5,best
Chuck Primal,2025-12-14,9.2,best
Blade Eyes,2025-12-14,7.5,best
Tenderloin,2025-12-15,1.6,low
Shank,2025-12-15,5.2,low
Wagyu Flat Iron,2025-12-15,0.0,low
6X6 Frenched,2025-12-15,5.4,low
Plate,2025-12-15,4.5,low
Flank,2025-12-15,4.9,low
Bone-in Ribeye,2025-12-15,8.5,medium
Brisket,2025-12-15,9.5,medium
Pork Shoulder,2025-12-15,7.6,medium
Top Sirloin Butt,2025-12-15,10.2,medium
Round,2025-12-15,10.6,medium
Striploin Whole,2025-12-15,10.7,medium
Pork Loin,2025-12-15,20.7,best
Chuck Flat,2025-12-15,20.2,best
Pork Belly,2025-12-15,19.9,best
Chuck Primal,2025-12-15,18.5,best
Blade Eyes,2025-12-15,22.9,best
Tenderloin,2025-12-16,1.4,low
Shank,2025-12-16,5.6,low
Wagyu Flat Iron,2025-12-16,5.2,low
6X6 Frenched,2025-12-16,5.0,low
Plate,2025-12-16,5.2,low
Flank,2025-12-16,5.1,low
Bone-in Ribeye,2025-12-16,8.2,medium
Brisket,2025-12-16,10.2,medium
Pork Shoulder,2025-12-16,10.7,medium
Top Sirloin Butt,2025-12-16,11.1,medium
Round,2025-12-16,10.8,medium
Striploin Whole,2025-12-16,10.1,medium
Pork Loin,2025-12-16,21.2,best
Chuck Flat,2025-12-16,20.3,best
Pork Belly,2025-12-16,21.8,best
Chuck Primal,2025-12-16,21.9,best
Blade Eyes,2025-12-16,21.7,best
Tenderloin,2025-12-17,1.5,low
Shank,2025-12-17,4.8,low
Wagyu Flat Iron,2025-12-17,5.1,low
6X6 Frenched,2025-12-17,5.4,low
Plate,2025-12-17,5.5,low
Flank,2025-12-17,5.4,low
Bone-in Ribeye,2025-12-17,8.8,medium
Brisket,2025-12-17,10.8,medium
Pork Shoulder,2025-12-17,9.0,medium
Top Sirloin Butt,2025-12-17,11.5,medium
Round,2025-12-17,9.4,medium
Striploin Whole,2025-12-17,11.8,medium
Pork Loin,2025-12-17,22.8,best
Chuck Flat,2025-12-17,20.6,best
Pork Belly,2025-12-17,23.0,best
Chuck Primal,2025-12-17,24.4,best
Blade Eyes,2025-12-17,22.6,best
Tenderloin,2025-12-18,1.3,low
Shank,2025-12-18,3.9,low
Wagyu Flat Iron,2025-12-18,3.4,low
6X6 Frenched,2025-12-18,5.6,low
Plate,2025-12-18,5.1,low
Flank,2025-12-18,5.1,low
Bone-in Ribeye,2025-12-18,11.1,medium
Brisket,2025-12-18,11.2,medium
Pork Shoulder,2025-12-18,8.8,medium
Top Sirloin Butt,2025-12-18,10.0,medium
Round,2025-12-18,10.8,medium
Striploin Whole,2025-12-18,9.3,medium
Pork Loin,2025-12-18,21.3,best
Chuck Flat,2025-12-18,24.1,best
Pork Belly,2025-12-18,22.7,best
Chuck Primal,2025-12-18,21.1,best
Blade Eyes,2025-12-18,19.5,best
Tenderloin,2025-12-19,1.5,low
Shank,2025-12-19,2.7,low
Wagyu Flat Iron,2025-12-19,1.0,low
6X6 Frenched,2025-12-19,5.4,low
Plate,2025-12-19,5.7,low
Flank,2025-12-19,5.0,low
Bone-in Ribeye,2025-12-19,10.3,medium
Brisket,2025-12-19,10.6,medium
Pork Shoulder,2025-12-19,9.9,medium
Top Sirloin Butt,2025-12-19,7.8,medium
Round,2025-12-19,11.8,medium
Striploin Whole,2025-12-19,8.0,medium
Pork Loin,2025-12-19,21.4,best
Chuck Flat,2025-12-19,21.9,best
Pork Belly,2025-12-19,24.6,best
Chuck Primal,2025-12-19,19.5,best
Blade Eyes,2025-12-19,20.3,best
Tenderloin,2025-12-20,1.8,low
Shank,2025-12-20,0.4,low
Wagyu Flat Iron,2025-12-20,0.0,low
6X6 Frenched,2025-12-20,5.2,low
Plate,2025-12-20,5.1,low
Flank,2025-12-20,5.5,low
Bone-in Ribeye,2025-12-20,9.3,medium
Brisket,2025-12-20,11.4,medium
Pork Shoulder,2025-12-20,5.5,medium
Top Sirloin Butt,2025-12-20,3.7,medium
Round,2025-12-20,8.6,medium
Striploin Whole,2025-12-20,9.7,medium
Pork Loin,2025-12-20,17.9,best
Chuck Flat,2025-12-20,19.7,best
Pork Belly,2025-12-20,17.8,best
Chuck Primal,2025-12-20,19.5,best
Blade Eyes,2025-12-20,19.8,best
Tenderloin,2025-12-21,0.8,low
Shank,2025-12-21,0.0,low
Wagyu Flat Iron,2025-12-21,0.0,low
6X6 Frenched,2025-12-21,2.5,low
Plate,2025-12-21,0.0,low
Flank,2025-12-21,0.2,low
Bone-in Ribeye,2025-12-21,5.1,medium
Brisket,2025-12-21,7.9,medium
Pork Shoulder,2025-12-21,0.0,medium
Top Sirloin Butt,2025-12-21,0.0,medium
Round,2025-12-21,0.0,medium
Striploin Whole,2025-12-21,0.4,medium
Pork Loin,2025-12-21,1.6,best
Chuck Flat,2025-12-21,8.5,best
Pork Belly,2025-12-21,0.0,best
Chuck Primal,2025-12-21,0.0,best
Blade Eyes,2025-12-21,0.0,best
Tenderloin,2025-12-22,1.1,low
Shank,2025-12-22,5.1,low
Wagyu Flat Iron,2025-12-22,5.4,low
6X6 Frenched,2025-12-22,4.6,low
Plate,2025-12-22,5.2,low
Flank,2025-12-22,4.7,low
Bone-in Ribeye,2025-12-22,8.8,medium
Brisket,2025-12-22,10.7,medium
Pork Shoulder,2025-12-22,0.0,medium
Top Sirloin Butt,2025-12-22,9.2,medium
Round,2025-12-22,7.6,medium
Striploin Whole,2025-12-22,10.2,medium
Pork Loin,2025-12-22,19.7,best
Chuck Flat,2025-12-22,18.2,best
Pork Belly,2025-12-22,18.3,best
Chuck Primal,2025-12-22,21.5,best
Blade Eyes,2025-12-22,17.9,best
Tenderloin,2025-12-23,1.3,low
Shank,2025-12-23,5.1,low
Wagyu Flat Iron,2025-12-23,4.7,low
6X6 Frenched,2025-12-23,5.5,low
Plate,2025-12-23,5.3,low
Flank,2025-12-23,4.8,low
Bone-in Ribeye,2025-12-23,10.4,medium
Brisket,2025-12-23,11.2,medium
Pork Shoulder,2025-12-23,0.0,medium
Top Sirloin Butt,2025-12-23,10.7,medium
Round,2025-12-23,7.8,medium
Striploin Whole,2025-12-23,8.8,medium
Pork Loin,2025-12-23,20.9,best
Chuck Flat,2025-12-23,20.8,best
Pork Belly,2025-12-23,21.3,best
Chuck Primal,2025-12-23,20.8,best
Blade Eyes,2025-12-23,22.6,best
Tenderloin,2025-12-24,1.1,low
Shank,2025-12-24,5.4,low
Wagyu Flat Iron,2025-12-24,4.6,low
6X6 Frenched,2025-12-24,5.5,low
Plate,2025-12-24,5.1,low
Flank,2025-12-24,5.1,low
Bone-in Ribeye,2025-12-24,10.4,medium
Brisket,2025-12-24,11.2,medium
Pork Shoulder,2025-12-24,8.2,medium
Top Sirloin Butt,2025-12-24,9.9,medium
Round,2025-12-24,0.4,medium
Striploin Whole,2025-12-24,8.9,medium
Pork Loin,2025-12-24,23.7,best
Chuck Flat,2025-12-24,21.5,best
Pork Belly,2025-12-24,22.7,best
Chuck Primal,2025-12-24,20.0,best
Blade Eyes,2025-12-24,21.1,best
Tenderloin,2025-12-27,1.2,low
Shank,2025-12-27,5.5,low
Wagyu Flat Iron,2025-12-27,4.9,low
6X6 Frenched,2025-12-27,5.1,low
Plate,2025-12-27,5.3,low
Flank,2025-12-27,5.5,low
Bone-in Ribeye,2025-12-27,10.3,medium
Brisket,2025-12-27,10.2,medium
Pork Shoulder,2025-12-27,9.0,medium
Top Sirloin Butt,2025-12-27,9.0,medium
Round,2025-12-27,0.0,medium
Striploin Whole,2025-12-27,10.1,medium
Pork Loin,2025-12-27,20.7,best
Chuck Flat,2025-12-27,21.8,best
Pork Belly,2025-12-27,22.4,best
Chuck Primal,2025-12-27,22.0,best
Blade Eyes,2025-12-27,20.6,best
Tenderloin,2025-12-28,0.3,low
Shank,2025-12-28,2.8,low
Wagyu Flat Iron,2025-12-28,0.0,low
6X6 Frenched,2025-12-28,2.7,low
Plate,2025-12-28,0.1,low
